,"PROBEID","ENTREZID","SYMBOL"
1452,"35573_r_at",56242,"ZNF253"
1453,"38932_at",7553,"ZNF7"
1454,"31879_at",8939,"FUBP3"
1455,"39548_at",4862,"NPAS2"
1456,"1489_s_at",4610,"MYCL"
1457,"1893_s_at",2099,"ESR1"
1458,"33252_at",4172,"MCM3"
1459,"35102_at",55888,"ZKSCAN7"
1460,"40466_at",4802,"NFYC"
1461,"34396_at",171023,"ASXL1"
1462,"36510_at",2963,"GTF2F2"
1463,"36882_at",3235,"HOXD9"
1464,"41222_at",6778,"STAT6"
1465,"33338_at",6772,"STAT1"
1466,"33315_at",6936,"GCFC2"
1467,"34241_at",2626,"GATA4"
1468,"39254_at",26064,"RAI14"
1469,"38782_at",2965,"GTF2H1"
1470,"40200_at",3297,"HSF1"
1471,"36794_at",58500,"ZNF250"
1472,"40264_g_at",7542,"ZFPL1"
1473,"202_at",3298,"HSF2"
1474,"38158_at",9700,"ESPL1"
1475,"1621_at",988,"CDC5L"
1476,"39187_at",860,"RUNX2"
1477,"36813_at",9319,"TRIP13"
1478,"37126_at",6737,"TRIM21"
1479,"37114_at",463,"ZFHX3"
1480,"38444_at",8048,"CSRP3"
1481,"40362_at",4791,"NFKB2"
1482,"473_g_at",6777,"STAT5B"
1483,"33408_at",22982,"DIP2C"
1484,"39171_at",56998,"CTNNBIP1"
1485,"328_at",168374,"ZNF92"
1486,"36118_at",8648,"NCOA1"
1487,"39138_g_at",4798,"NFRKB"
1488,"34855_at",10914,"PAPOLA"
1489,"37872_at",8629,"JRK"
1490,"38589_i_at",5757,"PTMA"
1491,"33086_at",5626,"PROP1"
1492,"40763_at",4211,"MEIS1"
1493,"34928_at",7755,"ZNF205"
1494,"34419_at",5890,"RAD51B"
1495,"31676_at",7757,"ZNF208"
1496,"34244_r_at",26013,"L3MBTL1"
1497,"41573_at",6670,"SP3"
1498,"39455_r_at",3196,"TLX2"
1499,"40392_at",1045,"CDX2"
1500,"38639_at",10608,"MXD4"
1501,"40609_at",57680,"CHD8"
1502,"584_s_at",7520,"XRCC5"
1503,"37381_g_at",2959,"GTF2B"
1504,"39863_at",9726,"ZNF646"
1505,"40091_at",604,"BCL6"
1506,"40660_at",8013,"NR4A3"
1507,"31903_at",26039,"SS18L1"
1508,"616_s_at",7067,"THRA"
1509,"34355_at",4204,"MECP2"
1510,"41532_at",7709,"ZBTB17"
1511,"34695_at",6603,"SMARCD2"
1512,"40375_at",1960,"EGR3"
1513,"32099_at",9667,"SAFB2"
1514,"41095_at",2068,"ERCC2"
1515,"35968_s_at",405,"ARNT"
1516,"1935_at",4194,"MDM4"
1517,"509_at",4089,"SMAD4"
1518,"35647_at",7508,"XPC"
1519,"40535_i_at",9669,"EIF5B"
1520,"40245_at",7699,"ZNF140"
1521,"41308_at",1487,"CTBP1"
1522,"41316_s_at",6294,"SAFB"
1523,"36411_s_at",1993,"ELAVL2"
1524,"37551_at",9640,"ZNF592"
1525,"1378_g_at",4790,"NFKB1"
1526,"38491_at",2120,"ETV6"
1527,"35611_at",7539,"ZFP37"
1528,"37732_at",23429,"RYBP"
1529,"33977_at",2672,"GFI1"
1530,"1642_at",9112,"MTA1"
1531,"33209_at",7528,"YY1"
1532,"33976_at",3175,"ONECUT1"
1533,"34782_at",3720,"JARID2"
1534,"41465_at",7707,"ZNF148"
1535,"33810_at",8295,"TRRAP"
1536,"37426_at",27324,"TOX3"
1537,"32786_at",3726,"JUNB"
1538,"318_at",8971,"H1FX"
1539,"211_at",1810,"DR1"
1540,"40740_at",5080,"PAX6"
1541,"40398_s_at",4223,"MEOX2"
1542,"37739_at",6749,"SSRP1"
1543,"153_f_at",8970,"HIST1H2BJ"
1544,"32049_f_at",6924,"TCEB3"
1545,"31667_r_at",10002,"NR2E3"
1546,"41578_at",4808,"NHLH2"
1547,"1465_s_at",4603,"MYBL1"
1548,"41345_at",5813,"PURA"
1549,"720_at",3299,"HSF4"
1550,"1519_at",2114,"ETS2"
1551,"35804_at",9070,"ASH2L"
1552,"35187_at",51592,"TRIM33"
1553,"35984_at",1876,"E2F6"
1554,"31946_s_at",2290,"FOXG1"
1555,"31443_at",861,"RUNX1"
1556,"154_at",6872,"TAF1"
1557,"34584_at",7596,"ZNF45"
1558,"AFFX-HUMISGF3A/M97935_MB_at",6772,"STAT1"
1559,"39158_at",22809,"ATF5"
1560,"36340_at",7586,"ZKSCAN1"
1561,"1433_g_at",4088,"SMAD3"
1562,"41033_at",7637,"ZNF84"
1563,"34990_at",26040,"SETBP1"
1564,"121_at",7849,"PAX8"
1565,"35706_at",9975,"NR1D2"
1566,"40823_s_at",4775,"NFATC3"
1567,"33386_at",3005,"H1F0"
1568,"36112_r_at",6427,"SRSF2"
1569,"32253_at",473,"RERE"
1570,"34312_at",10499,"NCOA2"
1571,"38568_at",10210,"TOPORS"
1572,"38179_at",7727,"ZNF174"
1573,"36214_at",9314,"KLF4"
1574,"40993_r_at",8819,"SAP30"
1575,"32015_at",26108,"PYGO1"
1576,"33113_at",10370,"CITED2"
1577,"37920_at",5307,"PITX1"
1578,"35163_at",22887,"FOXJ3"
1579,"35045_r_at",2128,"EVX1"
1580,"33106_at",10062,"NR1H3"
1581,"32411_at",6671,"SP4"
1582,"39540_at",51341,"ZBTB7A"
1583,"41442_at",863,"CBFA2T3"
1584,"37931_at",1059,"CENPB"
1585,"34068_f_at",6756,"SSX1"
1586,"34337_s_at",22823,"MTF2"
1587,"32961_at",10260,"DENND4A"
1588,"35456_r_at",10168,"ZNF197"
1589,"37156_at",2115,"ETV1"
1590,"34356_at",9412,"MED21"
1591,"32189_g_at",4661,"MYT1"
1592,"33922_at",7799,"PRDM2"
1593,"41203_at",7536,"SF1"
1594,"40791_at",5430,"POLR2A"
1595,"35859_f_at",5387,"PMS2P3"
1596,"41461_at",5378,"PMS1"
1597,"40530_at",323,"APBB2"
1598,"1918_at",6497,"SKI"
1599,"40179_at",10009,"ZBTB33"
1600,"38754_at",26471,"NUPR1"
1601,"39620_at",5463,"POU6F1"
1602,"31639_f_at",6656,"SOX1"
1603,"31620_at",347853,"TBX10"
1604,"41695_at",23099,"ZBTB43"
1605,"31658_at",50674,"NEUROG3"
1606,"1171_s_at",5451,"POU2F1"
1607,"36045_at",10973,"ASCC3"
1608,"41161_at",1616,"DAXX"
1609,"204_at",3201,"HOXA4"
1610,"36899_at",6304,"SATB1"
1611,"1895_at",3725,"JUN"
1612,"32465_at",579,"NKX3-2"
1613,"41452_at",23660,"ZKSCAN5"
1614,"1873_at",7508,"XPC"
1615,"33440_at",6935,"ZEB1"
1616,"32976_s_at",7552,"ZNF711"
1617,"39400_at",23102,"TBC1D2B"
1618,"36171_at",10923,"SUB1"
1619,"416_s_at",3222,"HOXC5"
1620,"784_g_at",11059,"WWP1"
1621,"35979_at",9150,"CTDP1"
1622,"32985_at",6299,"SALL1"
1623,"35908_at",11063,"SOX30"
1624,"1856_at",5966,"REL"
1625,"32274_r_at",2547,"XRCC6"
1626,"40263_at",7542,"ZFPL1"
1627,"37928_at",4801,"NFYB"
1628,"37152_at",5467,"PPARD"
1629,"1102_s_at",2908,"NR3C1"
1630,"37932_at",9321,"TRIP11"
1631,"40886_at",1915,"EEF1A1"
1632,"1711_at",7158,"TP53BP1"
1633,"33616_at",7597,"ZBTB25"
1634,"1724_at",1874,"E2F4"
1635,"143_s_at",6877,"TAF5"
1636,"34751_at",22890,"ZBTB1"
1637,"40526_at",84444,"DOT1L"
1638,"41087_at",1749,"DLX5"
1639,"1952_s_at",4090,"SMAD5"
1640,"37632_s_at",27000,"DNAJC2"
1641,"845_at",6778,"STAT6"
1642,"35738_at",10473,"HMGN4"
1643,"41043_at",6665,"SOX15"
1644,"32066_g_at",1390,"CREM"
1645,"33203_s_at",2297,"FOXD1"
1646,"38779_r_at",3068,"HDGF"
1647,"40221_at",9013,"TAF1C"
1648,"39668_at",7021,"TFAP2B"
1649,"40525_at",84444,"DOT1L"
1650,"34606_s_at",11016,"ATF7"
1651,"40178_at",10009,"ZBTB33"
1652,"37575_at",1386,"ATF2"
1653,"1872_at",5888,"RAD51"
1654,"38795_s_at",7343,"UBTF"
1655,"36065_at",9079,"LDB2"
1656,"37971_at",11177,"BAZ1A"
1657,"40261_at",23543,"RBFOX2"
1658,"32952_at",11281,"POU6F2"
1659,"40811_at",26036,"ZNF451"
1660,"41160_at",53615,"MBD3"
1661,"39894_f_at",23774,"BRD1"
1662,"38195_at",9678,"PHF14"
1663,"32751_at",3609,"ILF3"
1664,"35758_at",10856,"RUVBL2"
1665,"1571_f_at",5925,"RB1"
1666,"40998_at",9968,"MED12"
1667,"31393_r_at",8433,"UTF1"
1668,"35425_at",8538,"BARX2"
1669,"40453_s_at",6430,"SRSF5"
1670,"40202_at",687,"KLF9"
1671,"34611_at",7745,"ZKSCAN8"
1672,"35019_at",9534,"ZNF254"
1673,"41356_at",53335,"BCL11A"
1674,"947_at",4176,"MCM7"
1675,"34828_at",5438,"POLR2I"
1676,"32238_at",274,"BIN1"
1677,"40846_g_at",3609,"ILF3"
1678,"41562_at",648,"BMI1"
1679,"1132_s_at",5916,"RARG"
1680,"39146_at",546,"ATRX"
1681,"38422_s_at",2274,"FHL2"
1682,"405_at",6256,"RXRA"
1683,"31730_at",3010,"HIST1H1T"
1684,"37949_at",6632,"SNRPD1"
1685,"32286_at",6899,"TBX1"
1686,"35226_at",2139,"EYA2"
1687,"38810_at",10014,"HDAC5"
1688,"32040_i_at",988,"CDC5L"
1689,"32067_at",1390,"CREM"
1690,"32553_at",4150,"MAZ"
1691,"41690_at",84159,"ARID5B"
1692,"34470_at",22797,"TFEC"
1693,"37910_at",3054,"HCFC1"
1694,"33923_s_at",7799,"PRDM2"
1695,"1989_at",675,"BRCA2"
1696,"39730_at",25,"ABL1"
1697,"36297_at",466,"ATF1"
1698,"748_s_at",4601,"MXI1"
1699,"454_at",6602,"SMARCD1"
1700,"32912_at",5456,"POU3F4"
1701,"32284_at",6899,"TBX1"
1702,"34431_at",2100,"ESR2"
1703,"1518_at",2113,"ETS1"
1704,"35012_at",4332,"MNDA"
1705,"33620_at",3213,"HOXB3"
1706,"40962_s_at",6595,"SMARCA2"
1707,"455_at",6603,"SMARCD2"
1708,"36485_at",6650,"CAPN15"
1709,"39219_at",1054,"CEBPG"
1710,"35103_i_at",4004,"LMO1"
1711,"35092_at",6621,"SNAPC4"
1712,"32241_at",23435,"TARDBP"
1713,"38142_at",10520,"ZNF211"
1714,"41525_at",10362,"HMG20B"
1715,"39048_at",4855,"NOTCH4"
1716,"1486_at",5439,"POLR2J"
1717,"32065_at",1390,"CREM"
1718,"35352_at",9915,"ARNT2"
1719,"32635_at",51592,"TRIM33"
1720,"39935_at",6498,"SKIL"
1721,"34669_at",7030,"TFE3"
1722,"37486_f_at",4213,"MEIS3P1"
1723,"41348_at",10265,"IRX5"
1724,"423_at",2130,"EWSR1"
1725,"2025_s_at",328,"APEX1"
1726,"41713_at",7586,"ZKSCAN1"
1727,"38055_at",5439,"POLR2J"
1728,"34274_at",22828,"SCAF8"
1729,"38590_r_at",5757,"PTMA"
1730,"32899_s_at",6095,"RORA"
1731,"32589_at",10036,"CHAF1A"
1732,"34014_f_at",5449,"POU1F1"
1733,"40595_at",6949,"TCOF1"
1734,"40004_at",6495,"SIX1"
1735,"38733_at",7520,"XRCC5"
1736,"35624_at",22881,"ANKRD6"
1737,"39658_at",9841,"ZBTB24"
1738,"41846_at",1406,"CRX"
1739,"41503_at",22882,"ZHX2"
